id,user_id,education,skills,experience,languages,certifications,created_at,updated_at,embedding
a8e93416-65e2-4e6f-8ece-1ee171ad76b1,6264f14e-610f-4148-9d53-65a091fcb67b,"[{""degree"": ""Bachelor in CS"", ""institution"": ""Harvard""}]","[""C++"", ""Python"", ""SEO"", ""Surgery"", ""Marketing""]","[{""company"": ""Ogilvy"", ""position"": ""Marketing Manager"", ""start_date"": ""2023-07-21"", ""end_date"": ""2023-09-04"", ""description"": ""Optimized SEO for websites to increase traffic.""}]","[""Spanish"", ""English"", ""Arabic""]","[""AWS Certified"", ""PMP""]",2024-08-22T22:00:12.297433,2025-03-06T22:00:12.297440,YZeeT5mOTqG2guDHxiLEmg==
375a4b1a-c3f6-41d4-959a-cba80e54a822,bbb518a8-016e-4fcc-bf2f-2347a4c4eb97,"[{""degree"": ""MBA in Marketing"", ""institution"": ""Stanford""}]","[""Data Science"", ""Surgery"", ""SEO"", ""Machine Learning"", ""Python""]","[{""company"": ""Tesla"", ""position"": ""Software Engineer"", ""start_date"": ""2024-03-21"", ""end_date"": ""2024-12-12"", ""description"": ""Optimized SQL queries for a large database system.""}]","[""Chinese"", ""English"", ""French""]","[""Certified Surgeon"", ""PMP""]",2024-08-30T22:00:12.297624,2025-03-06T22:00:12.297631,LUXo8fEcTW67GvRXEKAWUg==
1f4218ae-2e50-420d-ae01-f7639840a208,198b2c76-d86a-476f-87e6-2e62d08b967f,"[{""degree"": ""Bachelor in Medicine"", ""institution"": ""Stanford""}]","[""Python"", ""DevOps"", ""Surgery"", ""SEO""]","[{""company"": ""Google"", ""position"": ""DevOps Engineer"", ""start_date"": ""2022-12-23"", ""end_date"": ""2023-09-20"", ""description"": ""Developed a chatbot for customer support automation.""}]","[""Arabic"", ""French""]","[""Scrum Master""]",2025-01-02T22:00:12.297800,2025-03-06T22:00:12.297807,LPxmb+ziQiGsJznvMGcyyQ==
6cbce92e-7fbc-417e-9982-77a4543dd620,e19a87b9-03e8-466f-9561-38e7ad34e931,"[{""degree"": ""Master in AI"", ""institution"": ""Harvard""}]","[""Surgery"", ""SEO"", ""DevOps""]","[{""company"": ""City Hospital"", ""position"": ""Medical Researcher"", ""start_date"": ""2023-12-16"", ""end_date"": ""2024-06-12"", ""description"": ""Assisted in medical research and drug development.""}]","[""German"", ""French""]","[""PMP""]",2024-09-14T22:00:12.297985,2025-03-06T22:00:12.297992,5tywzf7kTASql4eglzVUHg==
27dd2e0b-c1e1-4902-ada9-c39928e2f5b2,91ebf153-2e58-4ee4-8d70-6a20e299ddb6,"[{""degree"": ""Bachelor in CS"", ""institution"": ""MIT""}]","[""Machine Learning"", ""Java"", ""SEO"", ""C++"", ""Marketing""]","[{""company"": ""Dentsu"", ""position"": ""Marketing Manager"", ""start_date"": ""2024-02-27"", ""end_date"": ""2024-09-06"", ""description"": ""Managed advertising budgets and campaigns.""}]","[""Arabic"", ""Chinese"", ""French""]","[""Google Data Engineer""]",2025-02-13T22:00:12.298187,2025-03-06T22:00:12.298194,tN9OsL6DTM2qnlb6FPoGng==
6b0d4f4c-96ab-4e12-a6bb-fa53609c5208,cf7e15ac-8409-4f39-9455-c66fb46236b7,"[{""degree"": ""Master in AI"", ""institution"": ""Wharton""}]","[""Surgery"", ""Java"", ""Marketing""]","[{""company"": ""OpenAI"", ""position"": ""Data Scientist"", ""start_date"": ""2024-11-26"", ""end_date"": ""2025-01-22"", ""description"": ""Created a model that generates and commits SQL queries on a database based on natural language input.""}]","[""Spanish"", ""English""]","[""SEO Expert""]",2024-05-17T22:00:12.298498,2025-03-06T22:00:12.298506,M37dQJHSR+uG6WFLeRY+qQ==
073f64f8-71c7-4610-8cdb-1b1c8e1a2870,b0e0b61f-b7f5-43b5-a2b7-d93ffc6d0e09,"[{""degree"": ""Bachelor in CS"", ""institution"": ""Esprit""}]","[""Surgery"", ""Data Science"", ""DevOps""]","[{""company"": ""Tesla"", ""position"": ""DevOps Engineer"", ""start_date"": ""2024-09-22"", ""end_date"": ""2025-01-15"", ""description"": ""Optimized SQL queries for a large database system.""}]","[""Chinese"", ""French"", ""Spanish""]","[""PMP""]",2024-05-17T22:00:12.298672,2025-03-06T22:00:12.298680,cYOhuOXsQM6CIQwl11N7Jw==
f0dc9b07-7443-47fd-8899-7178985602ee,65bb0c1d-4e56-41f2-968b-43089dda924d,"[{""degree"": ""PhD in Data Science"", ""institution"": ""Esprit""}]","[""Data Science"", ""Surgery"", ""Java"", ""Machine Learning""]","[{""company"": ""Microsoft"", ""position"": ""Data Scientist"", ""start_date"": ""2023-02-23"", ""end_date"": ""2023-06-12"", ""description"": ""Optimized SQL queries for a large database system.""}]","[""Chinese""]","[""SEO Expert"", ""Scrum Master""]",2024-08-21T22:00:12.298945,2025-03-06T22:00:12.298954,2+2dTboHR7WK96g/WyVLsQ==
319a3f34-304b-4f6a-8313-c30afd8ef834,dc9d6a49-6895-4a54-9400-0b777ee04cfb,"[{""degree"": ""MBA in Marketing"", ""institution"": ""Esprit""}]","[""Marketing"", ""SEO"", ""Java"", ""C++""]","[{""company"": ""MediCare"", ""position"": ""Surgeon"", ""start_date"": ""2022-12-17"", ""end_date"": ""2023-04-09"", ""description"": ""Worked on improving hospital management systems.""}]","[""Chinese""]","[""Certified Surgeon""]",2024-09-02T22:00:12.299121,2025-03-06T22:00:12.299128,P6Bcf9zNR1KOjuBstUvUsg==
30c1b904-1785-41e7-bb39-29d317af451b,e227da6c-446c-4d79-9f02-9c3ceab1cb6b,"[{""degree"": ""Master in AI"", ""institution"": ""MIT""}]","[""Marketing"", ""Python"", ""DevOps"", ""Data Science""]","[{""company"": ""Havas"", ""position"": ""SEO Specialist"", ""start_date"": ""2023-01-31"", ""end_date"": ""2023-07-05"", ""description"": ""Analyzed consumer behavior to improve brand positioning.""}]","[""Spanish"", ""Chinese""]","[""Certified Surgeon"", ""PMP""]",2024-08-23T22:00:12.299304,2025-03-06T22:00:12.299311,SqetLkRtSvml2h54HKCrGw==
fc2b56c1-2bae-4f1e-b9f6-bab8af677fc8,59afe23e-dd6c-4137-9818-8acd575863b8,"[{""degree"": ""Bachelor in Medicine"", ""institution"": ""Johns Hopkins""}]","[""Surgery"", ""Machine Learning"", ""Python""]","[{""company"": ""Dentsu"", ""position"": ""SEO Specialist"", ""start_date"": ""2023-12-18"", ""end_date"": ""2024-07-20"", ""description"": ""Analyzed consumer behavior to improve brand positioning.""}]","[""French"", ""Chinese"", ""Spanish""]","[""PMP"", ""Certified Surgeon""]",2024-10-28T22:00:12.299474,2025-03-06T22:00:12.299481,x9RU6C3dQCKlr6NzmVxumg==
b7c4f940-ba32-4fb5-89bf-649d1995ff21,b4983666-7c7f-4428-bf32-42dfc25e0102,"[{""degree"": ""Bachelor in CS"", ""institution"": ""MIT""}]","[""Data Science"", ""Machine Learning"", ""Python""]","[{""company"": ""Havas"", ""position"": ""Social Media Manager"", ""start_date"": ""2024-05-20"", ""end_date"": ""2025-01-05"", ""description"": ""Created engaging content for social media platforms.""}]","[""French""]","[""Google Data Engineer""]",2024-05-30T22:00:12.299636,2025-03-06T22:00:12.299643,4IJdB8/MRpqzAdqYnNqapw==
517e4ff3-dd4a-4125-a68d-50ef04d29727,1a2b881b-1eba-4150-96f4-b96aa31f772c,"[{""degree"": ""PhD in Data Science"", ""institution"": ""Stanford""}]","[""SEO"", ""Python"", ""Machine Learning"", ""Java"", ""Surgery""]","[{""company"": ""Amazon"", ""position"": ""Data Scientist"", ""start_date"": ""2024-11-12"", ""end_date"": ""2025-04-11"", ""description"": ""Implemented a CI/CD pipeline for faster software delivery.""}]","[""Spanish"", ""French"", ""Chinese""]","[""Google Data Engineer""]",2024-04-09T22:00:12.299806,2025-03-06T22:00:12.299813,Bmv4JzTES9iNXCfMpZVRcg==
fef94664-e33d-4047-984d-53cc17542c55,70076d2f-a8be-41f0-a73c-e51f7cfc6a2e,"[{""degree"": ""PhD in Data Science"", ""institution"": ""Esprit""}]","[""Machine Learning"", ""Surgery"", ""C++"", ""Marketing"", ""Data Science""]","[{""company"": ""City Hospital"", ""position"": ""Nurse"", ""start_date"": ""2023-07-23"", ""end_date"": ""2024-02-09"", ""description"": ""Worked on improving hospital management systems.""}]","[""Chinese""]","[""AWS Certified""]",2024-07-23T22:00:12.299985,2025-03-06T22:00:12.299992,YUhF1X91T+Sz+pLgW+R3bg==
d5e16a6d-ca92-49fb-a66f-e0aa4623b6f6,5457c85e-3d84-4340-bf1c-900c6ddc4b88,"[{""degree"": ""PhD in Data Science"", ""institution"": ""MIT""}]","[""C++"", ""Surgery"", ""Python"", ""Machine Learning"", ""DevOps""]","[{""company"": ""Amazon"", ""position"": ""AI Researcher"", ""start_date"": ""2023-09-15"", ""end_date"": ""2024-03-24"", ""description"": ""Implemented a CI/CD pipeline for faster software delivery.""}]","[""French"", ""Arabic""]","[""SEO Expert""]",2024-12-03T22:00:12.300154,2025-03-06T22:00:12.300161,zcOtvlQVSoatq0WagPkjfw==
650a9084-0463-4cc7-b66c-5427980430d1,e66076c0-570e-477e-b127-e3ba813665c0,"[{""degree"": ""Master in AI"", ""institution"": ""Johns Hopkins""}]","[""C++"", ""Marketing"", ""Java""]","[{""company"": ""HealthFirst"", ""position"": ""Medical Researcher"", ""start_date"": ""2023-12-23"", ""end_date"": ""2024-02-03"", ""description"": ""Provided patient care in emergency situations.""}]","[""Chinese"", ""Spanish"", ""Arabic""]","[""Certified Surgeon"", ""AWS Certified""]",2024-03-07T22:00:12.300331,2025-03-06T22:00:12.300338,N8ixwoznTtuExNgvJYrasg==
adece997-06af-4626-9671-0238cacdee38,525f2607-ee63-4994-bcb9-7f4e6644304c,"[{""degree"": ""Bachelor in Medicine"", ""institution"": ""Harvard""}]","[""DevOps"", ""C++"", ""Machine Learning"", ""Data Science"", ""Marketing""]","[{""company"": ""Havas"", ""position"": ""SEO Specialist"", ""start_date"": ""2023-09-20"", ""end_date"": ""2024-08-30"", ""description"": ""Managed advertising budgets and campaigns.""}]","[""German"", ""English"", ""Spanish""]","[""Google Data Engineer""]",2025-02-25T22:00:12.300604,2025-03-06T22:00:12.300611,9XqfZaSdTbeDucDKZXl2DA==
fafae9d1-4034-43e3-86a5-3a9cd363549c,86f6bf96-b408-47c7-baaa-9e6e18617aa0,"[{""degree"": ""Master in AI"", ""institution"": ""Wharton""}]","[""Java"", ""DevOps"", ""Data Science""]","[{""company"": ""OpenAI"", ""position"": ""AI Researcher"", ""start_date"": ""2023-06-02"", ""end_date"": ""2024-04-03"", ""description"": ""Optimized SQL queries for a large database system.""}]","[""French"", ""Arabic"", ""German""]","[""AWS Certified"", ""SEO Expert""]",2025-02-26T22:00:12.300776,2025-03-06T22:00:12.300783,vEWoVJ0NQImu1CX6Q7+aTw==
b58bc2d2-458c-4a2b-aa1f-9ade0755a10c,90721570-61d7-4179-858f-129485f9edcf,"[{""degree"": ""MBA in Marketing"", ""institution"": ""MIT""}]","[""DevOps"", ""C++"", ""Marketing"", ""Machine Learning"", ""Data Science""]","[{""company"": ""Dentsu"", ""position"": ""Marketing Manager"", ""start_date"": ""2024-10-03"", ""end_date"": ""2025-09-08"", ""description"": ""Optimized SEO for websites to increase traffic.""}]","[""English"", ""Chinese"", ""German""]","[""Google Data Engineer"", ""Certified Surgeon""]",2024-12-28T22:00:12.300958,2025-03-06T22:00:12.300965,tRs559VsTkyZgYxP8/gDOg==
257e584e-2d40-4d90-aaec-71a62a28ba72,807e7ce5-faf5-4987-b2aa-f875b8fd53d3,"[{""degree"": ""Master in AI"", ""institution"": ""Johns Hopkins""}]","[""C++"", ""Python"", ""Marketing"", ""Java"", ""SEO""]","[{""company"": ""Havas"", ""position"": ""SEO Specialist"", ""start_date"": ""2023-08-16"", ""end_date"": ""2024-06-02"", ""description"": ""Developed digital marketing strategies for client campaigns.""}]","[""Arabic""]","[""Google Data Engineer""]",2024-06-04T22:00:12.301329,2025-03-06T22:00:12.301336,3l7/EEEJRKWbJdjs3UiYlA==
61903720-b803-4a59-82ef-cb914b3ef00d,f5a2c317-fe29-4e8f-9e07-501887b079b4,"[{""degree"": ""MBA in Marketing"", ""institution"": ""MIT""}]","[""Data Science"", ""Python"", ""DevOps"", ""Marketing""]","[{""company"": ""City Hospital"", ""position"": ""Nurse"", ""start_date"": ""2022-07-28"", ""end_date"": ""2023-07-12"", ""description"": ""Provided patient care in emergency situations.""}]","[""Chinese"", ""French"", ""English""]","[""AWS Certified""]",2024-03-17T22:00:12.301519,2025-03-06T22:00:12.301524,9ksXOrBST1WXbCanDd10nw==
6fee93e2-71ad-4a5c-a642-a4503e3bc999,17ed1b23-424e-4362-b713-6ff184dd3ecf,"[{""degree"": ""Bachelor in CS"", ""institution"": ""MIT""}]","[""C++"", ""Python"", ""Surgery"", ""Marketing""]","[{""company"": ""Wellness Clinic"", ""position"": ""Medical Researcher"", ""start_date"": ""2024-11-13"", ""end_date"": ""2025-04-20"", ""description"": ""Provided patient care in emergency situations.""}]","[""German"", ""French""]","[""PMP""]",2024-07-28T22:00:12.301638,2025-03-06T22:00:12.301642,sKQoK4MoTTGIP1kL4lBEkw==
17fdfd32-8d15-4f7d-85ab-987b009ea272,1940a0f8-8c87-461c-bcd5-ab0674faf9a2,"[{""degree"": ""PhD in Data Science"", ""institution"": ""Esprit""}]","[""DevOps"", ""Marketing"", ""Python"", ""SEO"", ""Data Science""]","[{""company"": ""Publicis"", ""position"": ""SEO Specialist"", ""start_date"": ""2024-11-23"", ""end_date"": ""2025-01-06"", ""description"": ""Analyzed consumer behavior to improve brand positioning.""}]","[""Arabic"", ""German""]","[""Scrum Master"", ""PMP""]",2024-08-09T22:00:12.301748,2025-03-06T22:00:12.301754,kHsqlvp/SVGDqmKgFDoZbw==
737197e2-2016-4b81-bd14-293d8819ad68,f646e7fb-2c03-42e1-a366-78b4ac52b315,"[{""degree"": ""Bachelor in Medicine"", ""institution"": ""MIT""}]","[""C++"", ""Marketing"", ""DevOps"", ""Data Science""]","[{""company"": ""Havas"", ""position"": ""SEO Specialist"", ""start_date"": ""2023-05-25"", ""end_date"": ""2023-09-16"", ""description"": ""Developed digital marketing strategies for client campaigns.""}]","[""Arabic"", ""Chinese""]","[""Scrum Master""]",2024-07-03T22:00:12.301888,2025-03-06T22:00:12.301894,ne7B75lqQ6yEX6STwjUtgQ==
59f78e4c-2526-4a12-9269-0a900d82dbec,f7857c68-a49d-4189-a360-b4440af23044,"[{""degree"": ""Bachelor in Medicine"", ""institution"": ""MIT""}]","[""C++"", ""DevOps"", ""SEO"", ""Data Science""]","[{""company"": ""OpenAI"", ""position"": ""DevOps Engineer"", ""start_date"": ""2022-07-17"", ""end_date"": ""2023-06-08"", ""description"": ""Developed a scalable AI model for business insights.""}]","[""Chinese""]","[""PMP"", ""Scrum Master""]",2025-01-07T22:00:12.302240,2025-03-06T22:00:12.302246,E+ij7jZFQoeJ8kBOeuCTKw==
a8906f70-0c4d-4246-833e-2ae30a82fe46,8fefb7d2-91fe-4f3a-927f-498a3feae73f,"[{""degree"": ""Bachelor in Medicine"", ""institution"": ""Esprit""}]","[""Data Science"", ""Python"", ""Surgery""]","[{""company"": ""Global Pharma"", ""position"": ""Medical Researcher"", ""start_date"": ""2024-09-28"", ""end_date"": ""2024-11-07"", ""description"": ""Worked on improving hospital management systems.""}]","[""Arabic"", ""English"", ""German""]","[""Certified Surgeon""]",2024-03-24T22:00:12.302401,2025-03-06T22:00:12.302405,EjMBDpnFSGGNWR9/KZGh7A==
b913e467-319a-4a51-8d1e-0e8b8149c32b,75bea8a6-b10d-46cf-9aff-bc6d3739940d,"[{""degree"": ""PhD in Data Science"", ""institution"": ""Esprit""}]","[""Surgery"", ""Marketing"", ""Machine Learning""]","[{""company"": ""MediCare"", ""position"": ""Medical Researcher"", ""start_date"": ""2022-11-14"", ""end_date"": ""2023-08-17"", ""description"": ""Assisted in medical research and drug development.""}]","[""French"", ""Arabic""]","[""PMP""]",2024-06-19T22:00:12.302532,2025-03-06T22:00:12.302536,Tt8uS+emR2SZ6+Nasd4Y9w==
fb688164-81be-40aa-b06d-4efb5b6d01ef,c8165038-6713-47eb-a12f-5a914c8f00e1,"[{""degree"": ""Bachelor in Medicine"", ""institution"": ""Oxford""}]","[""SEO"", ""Python"", ""C++""]","[{""company"": ""Dentsu"", ""position"": ""Social Media Manager"", ""start_date"": ""2024-04-01"", ""end_date"": ""2024-07-05"", ""description"": ""Optimized SEO for websites to increase traffic.""}]","[""Chinese""]","[""Google Data Engineer""]",2025-02-26T22:00:12.302684,2025-03-06T22:00:12.302689,qPsLN6VKRGGHErOAiAe/qw==
e02ca89c-f4aa-41b2-9c36-9dd180bba3df,c45b30d9-9fe9-4d6e-b366-a3317395cf6f,"[{""degree"": ""Bachelor in Medicine"", ""institution"": ""Oxford""}]","[""C++"", ""Data Science"", ""Python"", ""Marketing""]","[{""company"": ""Havas"", ""position"": ""Content Strategist"", ""start_date"": ""2024-04-07"", ""end_date"": ""2024-10-06"", ""description"": ""Optimized SEO for websites to increase traffic.""}]","[""French""]","[""AWS Certified""]",2024-03-19T22:00:12.302811,2025-03-06T22:00:12.302817,o9FoUbXCQiaQT853nyuIKQ==
e74258be-83e7-4d1f-9c15-2188a944d1ed,d9ea69f7-57b2-403b-b3d1-9b61a8467d6f,"[{""degree"": ""PhD in Data Science"", ""institution"": ""Johns Hopkins""}]","[""Java"", ""Machine Learning"", ""Python""]","[{""company"": ""BBDO"", ""position"": ""Marketing Manager"", ""start_date"": ""2024-02-23"", ""end_date"": ""2024-12-26"", ""description"": ""Managed advertising budgets and campaigns.""}]","[""English"", ""Arabic"", ""Chinese""]","[""Scrum Master""]",2024-04-28T22:00:12.302939,2025-03-06T22:00:12.302946,kFji+fopTcurMzZ+gy5SYg==
69735380-b928-4367-8297-42a8e6e890bb,efcb7a99-d02b-4639-9d98-c9642de8d191,"[{""degree"": ""Bachelor in Medicine"", ""institution"": ""Oxford""}]","[""Data Science"", ""Surgery"", ""C++""]","[{""company"": ""Global Pharma"", ""position"": ""Nurse"", ""start_date"": ""2024-09-24"", ""end_date"": ""2025-01-13"", ""description"": ""Assisted in medical research and drug development.""}]","[""French""]","[""Certified Surgeon""]",2025-02-13T22:00:12.303127,2025-03-06T22:00:12.303133,Vpmr6c0QTdqW6JRUnrukxg==
8454ce2b-e401-46b8-b964-fdcb75d2c7f3,59092d48-d6f7-46cc-ab24-44c483075abc,"[{""degree"": ""MBA in Marketing"", ""institution"": ""Oxford""}]","[""Python"", ""Data Science"", ""Surgery"", ""Marketing"", ""Machine Learning""]","[{""company"": ""OpenAI"", ""position"": ""Data Scientist"", ""start_date"": ""2022-06-21"", ""end_date"": ""2022-08-21"", ""description"": ""Implemented a CI/CD pipeline for faster software delivery.""}]","[""Arabic""]","[""Scrum Master"", ""PMP""]",2024-08-16T22:00:12.303284,2025-03-06T22:00:12.303288,YxAoR8ksQceoPQeotqtkxQ==
4e97c779-712c-4ca3-a43a-05e95f69749d,0c1d4bf2-06a8-4349-a0b3-6eb28b6a6af3,"[{""degree"": ""MBA in Marketing"", ""institution"": ""Johns Hopkins""}]","[""Python"", ""Marketing"", ""Data Science""]","[{""company"": ""Dentsu"", ""position"": ""Social Media Manager"", ""start_date"": ""2022-12-29"", ""end_date"": ""2023-04-21"", ""description"": ""Analyzed consumer behavior to improve brand positioning.""}]","[""English""]","[""Google Data Engineer""]",2024-06-27T22:00:12.303396,2025-03-06T22:00:12.303400,Rr4hGptMTpS45mrtkyLBOQ==
f480719c-c8a3-4c0e-943b-2ce837887214,f16a2bd2-ea14-4239-96ea-ce69dbd3b52f,"[{""degree"": ""Bachelor in Medicine"", ""institution"": ""MIT""}]","[""Surgery"", ""Data Science"", ""SEO""]","[{""company"": ""HealthFirst"", ""position"": ""General Practitioner"", ""start_date"": ""2022-09-24"", ""end_date"": ""2023-03-25"", ""description"": ""Worked on improving hospital management systems.""}]","[""German"", ""Spanish"", ""Arabic""]","[""Scrum Master""]",2025-02-01T22:00:12.303528,2025-03-06T22:00:12.303532,3XL2ycSzRuKEzorZi2Z+dA==
c5fd8e3a-be24-49e1-82f4-33a2eb00f00d,ffd80a52-c456-4d9e-b727-bb562b78b2a9,"[{""degree"": ""PhD in Data Science"", ""institution"": ""Johns Hopkins""}]","[""Java"", ""C++"", ""Machine Learning""]","[{""company"": ""BBDO"", ""position"": ""SEO Specialist"", ""start_date"": ""2024-08-20"", ""end_date"": ""2025-04-28"", ""description"": ""Created engaging content for social media platforms.""}]","[""English"", ""German""]","[""Scrum Master"", ""Google Data Engineer""]",2024-04-29T22:00:12.303852,2025-03-06T22:00:12.303862,plZKPRfsTNS6SMRcUz/S/Q==
9b5994dc-d8c9-4f05-a513-9305338f1d26,f6df236a-f4a4-49ec-ae59-f1e0bf4a0139,"[{""degree"": ""MBA in Marketing"", ""institution"": ""Stanford""}]","[""SEO"", ""Machine Learning"", ""C++""]","[{""company"": ""MediCare"", ""position"": ""Surgeon"", ""start_date"": ""2024-06-19"", ""end_date"": ""2024-12-08"", ""description"": ""Performed surgical procedures with precision.""}]","[""French"", ""Chinese"", ""Arabic""]","[""Scrum Master""]",2025-01-18T22:00:12.304036,2025-03-06T22:00:12.304042,ey5/rhu+Q9momUwEiBi0Rw==
